Food_Code,Food_Description_EN,Food_Description_FR,Alternate_Description_EN,Alternate_Description_FR,Food_Source_Code,USDA_NDB_Code,CNF_Food_Group_Code,Comment_EN,Comment_FR,ScientificName,Food_Last_Updated_Date
2512,"Seeds, cottonseed flour, partially defatted","Graines, farine de graines de coton, partiellement dégraissées",,,0,12007,12,,,,2012-06-19
2513,"Seeds, cottonseed flour, low fat","Graines, farine de graines de coton, faible en gras","low fat, low in fat, little fat, low source of fat","faible teneur en lipides, pauvre en lipides, peu de lipides, faible teneur en matières grasses, pauvre en matières grasses, peu de matières grasses, faible teneur en gras, pauvre en gras, peu de gras, faible teneur en graisses, pauvre en graisses, peu de graisses",0,12008,12,,,,2026-01-28
2514,"Seeds, cottonseed meal, partially defatted","Graines, semoule de graines de coton, partiellement dégraissées",,,0,12011,12,,,,2012-06-19
2515,"Seeds, lotus seeds, dried","Graines, lotus, graines, déshydratées",,,0,12013,12,,,,2012-06-19
2516,"Seeds, pumpkin and squash seed kernels, dried","Graines, citrouille et courge, graines, déshydratées",,,0,12014,12,,,,2012-06-19
2517,"Seeds, pumpkin and squash seed kernels, roasted","Graines, citrouille et courge, graines, rôties",,,0,12016,12,,,,2012-06-19
2518,"Seeds, safflower seed kernels, dried","Graines, carthame, graines, déshydratées",,,0,12021,12,,,Carthamus tinctorius,2012-06-19
2519,"Seeds, safflower seed meal, partially defatted","Graines, semoule de graines de carthame, partiellement dégraissée",,,0,12022,12,,,,2026-01-28
2521,"Seeds, sesame seeds, whole, roasted and toasted","Graines, sésame, graines, entières, rôties et grillées",,,0,12024,12,,,,2012-06-19
2522,"Seeds, sesame seed kernels, toasted, shelled","Graines, sésame, graines, grillées, décortiquées",,,0,12029,12,,,,2012-06-19
2523,"Seeds, sesame flour, partially defatted","Graines, farine de sésame, partiellement dégraissées",,,0,12032,12,,,,2012-06-20
2524,"Seeds, sesame flour, low fat","Graines, farine de sésame, faible en gras","low fat, low in fat, little fat, low source of fat","faible teneur en lipides, pauvre en lipides, peu de lipides, faible teneur en matières grasses, pauvre en matières grasses, peu de matières grasses, faible teneur en gras, pauvre en gras, peu de gras, faible teneur en graisses, pauvre en graisses, peu de graisses",0,12033,12,,,,2026-01-28
2525,"Seeds, sesame meal, partially defatted","Graines, semoule de sésame, partiellement dégraissées",,,0,12034,12,,,,2012-06-19
2526,"Seeds, sunflower seed kernels, dried","Graines, tournesol, graines, déshydratées",,,0,12036,12,,,Helianthus annuus,2012-06-19
2527,"Seeds, sunflower seed kernels, dry roasted","Graines, tournesol, graines, rôties à sec",,,0,12037,12,,,,2012-06-19
2528,"Seeds, sunflower seed kernels, toasted","Graines, tournesol, graines, grillées",,,0,12039,12,,,,2012-06-19
2529,"Seeds, sunflower seed butter","Graines, beurre de tournesol",,,0,12040,12,,,,2012-06-19
2530,"Seeds, sunflower seed flour, partially defatted","Graines, tournesol, farine, partiellement dégraissée",,,0,12041,12,,,,2012-06-20
2531,"Nuts, acorns, raw","Noix, glands, crus",,"gland, noix de chênes, balanes, balane",0,12058,12,,,Quercus spp.,2026-01-28
2532,"Nuts, acorns, dried","Noix, glands, séchés",,"gland, noix de chênes, balanes, balane",0,12059,12,,,,2026-01-28
2533,"Nuts, acorn flour, full-fat","Noix, farine de glands, non dégraissée",,"gland, noix de chênes, balanes, balane",0,12060,12,,,,2026-01-28
2534,"Nuts, almonds, dried, unblanched, unroasted","Noix, amandes, séchées, non blanchies, non rôties",,,0,12061,12,,,Prunus dulcis,2012-06-19
2535,"Nuts, almonds, dried, blanched, unroasted","Noix, amandes, séchées, blanchies, non rôties",,,0,12062,12,,,,2012-06-19
2536,"Nuts, almonds, dry roasted, unblanched","Noix, amandes, rôties à sec, non blanchies",,,0,12063,12,,,,2012-06-19
2537,"Nuts, almonds, oil roasted, unblanched","Noix, amandes, rôties dans l'huile, non blanchies",,,0,12065,12,Roasted in high oleic safflower oil,Rôties dans de l'huile de carthame à haute teneur en acide oléique.,,2026-01-28
2538,"Nuts, almonds, oil roasted, blanched","Noix, amandes, rôties dans l'huile, blanchies",,,11,,12,,,,2012-06-27
2539,"Nuts, almonds, toasted, unblanched","Noix, amandes, grillées, non blanchies",,,11,,12,,,,2012-06-19
2540,"Nuts, almond paste, sweetened","Noix, pâte d'amandes, sucrée","sweetened, with sugar, sugar added, added sugar, marzipan","massepain, marzipan",0,12071,12,,,,2026-01-28
2543,"Nuts, beechnuts, dried","Noix, faines, séchées",,,0,12077,12,,,Fagus spp.,2012-06-19
2544,"Nuts, brazilnuts, dried, unblanched","Noix, noix de Brésil, séchées, non blanchies",,,0,12078,12,,,Bertholletia excelsa,2012-06-19
2545,"Nuts, butternuts (long walnuts), dried","Noix, noix longues (noix cendres), séchées",,,0,12084,12,,,Juglans cinerea,2012-06-19
2546,"Nuts, cashew nuts, dry roasted","Noix, noix de cajou (acajous, anacardes), rôties à sec",," cajou, cachou, acajou, anacarde",0,12085,12,,,Anacardium occidentale,2026-01-28
2547,"Nuts, cashew nuts, oil roasted","Noix, noix de cajou (acajous, anacardes), rôties dans l'huile",," cajou, cachou, acajou, anacarde",0,12086,12,,,,2026-01-28
2548,"Nuts, cashew butter, plain","Noix, beurre de noix de cajou (acajous, anacardes), nature",," cajou, cachou, acajou, anacarde",0,12088,12,,,,2026-01-28
2549,"Nuts, Chinese chestnuts, raw","Noix, châtaignes chinoises, crues",,,0,12093,12,,,Castanea mollissima,2012-06-19
2550,"Nuts, Chinese chestnuts, dried","Noix, châtaignes chinoises, séchées",,,0,12094,12,,,,2012-06-19
2551,"Nuts, Chinese chestnuts, boiled and steamed","Noix, châtaignes chinoises, bouillies et cuites à la vapeur",,,0,12095,12,,,,2012-06-19
2552,"Nuts, Chinese chestnuts, roasted","Noix, châtaignes chinoises, rôties",,,0,12096,12,,,,2012-06-19
2553,"Nuts, European chestnuts (sweet), raw, unpeeled","Noix, châtaignes d'Europe (marrons), crues, avec l'écorce",,,0,12097,12,,,Castanea sativa,2012-06-19
2554,"Nuts, European chestnuts (sweet), raw, peeled","Noix, châtaignes d'Europe (marrons), crues, décortiquées",,,0,12098,12,,,,2012-06-19
2555,"Nuts, European chestnuts (sweet), dried, unpeeled","Noix, châtaignes d'Europe (marrons), séchées, avec l'écorce",,,0,12099,12,,,,2012-06-19
2556,"Nuts, European chestnuts (sweet), dried, peeled","Noix, châtaignes d'Europe (marrons), séchées, décortiquées",,,0,12100,12,,,,2012-06-19
2557,"Nuts, European chestnuts (sweet), boiled and steamed","Noix, châtaignes d'Europe (marrons), bouillies et cuites à la vapeur",,,0,12101,12,,,,2012-06-19
2558,"Coconut meat, raw","Noix de coco, crue",,coconut,0,12104,12,,,Cocos nucifera,2026-01-28
2559,"Coconut meat, desiccated, unsweetened","Noix de coco, désséchée, non sucrée","unsweetened, no added sugar, no sugar added, without added sugar","non sucré, sans sucre ajouté, coconut",0,12108,12,,,,2026-01-28
2560,"Coconut meat, desiccated, sweetened, flaked, packaged","Noix de coco, désséchée, sucrée, flocons, empaquetée","sweetened, with sugar, sugar added, added sugar",coconut,0,12109,12,,,,2026-01-28
2561,"Coconut meat, desiccated, sweetened, flaked, canned","Noix de coco, désséchée, sucrée, flocons, conserve","sweetened, with sugar, sugar added, added sugar",coconut,0,12110,12,,,,2026-01-28
2562,"Coconut meat, desiccated, toasted","Noix de coco, désséchée, grillée",,coconut,0,12114,12,,,,2026-01-28
2563,"Coconut cream (liquid from grated meat), raw","Noix de coco, crème (liquide de la noix râpée), crue",,coconut,0,12115,12,,,,2026-01-28
2564,"Coconut cream (liquid from grated meat), sweetened, canned","Noix de coco, crème (liquide de la noix râpée), sucrée, conserve","sweetened, with sugar, sugar added, added sugar",coconut,0,12116,12,,,,2026-01-28
2565,"Coconut milk (liquid from grated meat and water), canned","Noix de coco, lait (liquide de la noix râpée et eau), conserve",,coconut,0,12118,12,,,,2026-01-28
2566,Coconut water (liquid from coconut),"Noix de coco, eau (liquide de la noix)",,coconut,0,12119,12,,,,2026-01-28
2567,"Nuts, filberts or hazelnuts, dried","Noix, noisettes, avelines ou coudres, séchées",,,0,12120,12,,,Corylus spp.,2013-01-17
2568,"Nuts, filberts or hazelnuts, dried, blanched","Noix, noisettes, avelines ou coudres, séchées, blanchies",,,0,12121,12,,,,2012-06-19
2569,"Nuts, filberts or hazelnuts, dry roasted, unblanched","Noix, noisettes, avelines ou coudres, rôties à sec, non blanchies",,,0,12122,12,,,,2012-06-19
2571,"Nuts, ginkgo nuts, raw","Noix, fruits de ginkgo, crues",,,0,12127,12,,,Ginko biloba,2012-06-19
2572,"Nuts, ginkgo nuts, dried","Noix, fruits de ginkgo, séchées",,,0,12128,12,,,,2012-06-19
2573,"Nuts, ginkgo nuts, canned","Noix, fruits de ginkgo, conserve",,,0,12129,12,,,,2012-06-19
2574,"Nuts, hickory nuts, dried","Noix, noix de caryers, séchées",,,0,12130,12,,,Carya spp.,2012-06-19
2575,"Nuts, macadamia (bushnuts, queensland), raw","Noix, macadamia (queensland), crues",,,0,12131,12,,,"Macadamia integrifolia, M. tetraphylla",2012-06-19
2576,"Nuts, macadamia (bushnuts, queensland), oil roasted","Noix, macadamia (queensland), rôties dans l'huile",,,11,,12,,,,2012-06-27
2577,"Nuts, mixed nuts, dry roasted with peanuts","Noix, noix mélangées, rôties à sec avec arachides",,,0,12135,12,,,,2012-06-21
2578,"Nuts, mixed nuts, oil roasted with peanuts","Noix, noix mélangées, rôties dans l'huile avec arachides",,,0,12137,12,,,,2012-06-21
2579,"Nuts, mixed nuts, oil roasted without peanuts","Noix, noix mélangées, rôties dans l'huile sans arachides",,,0,12138,12,,,,2012-06-27
2580,"Soybean kernels, roasted, unsalted","Soya, graines, rôties, sans sel","""unsalted"", ""without added salt"", ""no salt added"", ""no added salt"", ""without added sodium"", ""no sodium added"" or ""no added sodium""","« non additionné de sel », « sans sel ajouté », « aucune addition de sel », « non salé », « aucun sel ajouté », « non additionné de sodium », « sans sodium ajouté », « aucune addition de sodium » ou « aucun sodium ajouté », soja",0,16410,16,,,,2026-01-28
2581,"Nuts, simulated product, wheat-based, unflavoured, with salt","Noix, simili produit, base de blé, nature, sel ajouté",,,0,12140,12,,,,2013-03-21
2582,"Nuts, pecans, dried","Noix, pacanes, séchées",,,0,12142,12,,,Carya illinoensis,2012-06-19
2583,"Nuts, pecans, dry roasted","Noix, pacanes, rôties à sec",,,0,12143,12,,,,2012-06-19
2584,"Nuts, pecans, oil roasted","Noix, pacanes, rôties dans l'huile",,,0,12144,12,"Roasted in cottonseed, peanut, soybean or sunflower oil","Rôties dans de l'huile de coton, d'arachide, de soja ou de tournesol.",,2026-01-28
2585,"Nuts, pilinuts-canarytree, dried","Noix, fruits de canarium, séchées",,,0,12145,12,,,Canarium ovatum,2012-06-19
2586,"Nuts, pine nuts, pignolia, dried","Noix, noix de pins, pignons (pignes), séchées",,,0,12147,12,,,Includes pinus pinea and pinus koraiensis,2016-05-10
2587,"Nuts, pine nuts, pinyon, dried","Noix, noix de pinus edulis, séchées",,,0,12149,12,,,Pinus edulis,2012-06-19
2588,"Nuts, pistachio nuts, dry roasted","Noix, pistaches, rôties à sec",,,0,12152,12,"Fr USDA  ~Additional phytosterols total 89 mg/100 g; these include delta 5-avenasterol (26.2), sitostanol (2.3), campestanol (4.9), and other minor phytosterols (55.6 mg)","Les phytostérols supplémentaires totalisent 89 mg/100 g ; ils comprennent le delta 5-avenastérol (26,2), le sitostanol (2,3), le campestanol (4,9) et d'autres phytostérols mineurs (55,6 mg).",,2026-01-28
2589,"Nuts, walnuts, black, dried","Noix, noix de noyer noir, séchées",,,0,12154,12,,,Juglans nigra,2012-06-19
2590,"Nuts, walnuts, English or Persian",Noix de Grenoble,,,0,12155,12,,,Juglans regia,2017-03-20
2591,"Seeds, breadfruit seeds, roasted","Graines, fruits à pain, graines, rôties",,fruit à pain,0,12158,12,,,,2026-01-28
2592,"Seeds, cottonseed kernels, roasted","Graines, graines de coton, rôties",,,0,12160,12,,,Gossypium spp.,2026-01-28
2593,"Seeds, sesame butter, tahini, roasted and toasted kernels","Graines, beurre de sésame, tahini, graines rôties et grillées",,,0,12166,12,,,,2012-06-19
2594,"Nuts, European chestnuts (sweet), roasted","Noix, châtaignes d'Europe (marrons), rôties",,,0,12167,12,,,,2012-06-19
2596,"Seeds, sesame butter, from whole seed, paste","Graines, beurre de sésame, de graines entières, pâte",,,0,12169,12,,,,2012-06-19
2597,"Seeds, sesame flour, high-fat","Graines, farine de sésame, élevée en gras",,,0,12170,12,,,,2012-06-19
2598,"Seeds, sesame butter, tahini, unroasted kernels","Graines, beurre de sésame, tahini, graines non rôties",,,0,12171,12,,,,2012-06-19
2599,"Seeds, watermelon seed kernels, dried","Graines, melon d'eau (pastèque), graines, déshydratées",,,0,12174,12,,,Citrullus lanatus,2012-06-19
2600,"Nuts, Japanese chestnuts, dried","Noix, châtaignes japonaises, séchées",,,0,12175,12,,,,2012-06-19
2601,"Coconut milk (liquid from grated meat and water), frozen","Noix de coco, lait (liquide de la noix râpée et eau), congelé",,coconut,0,12176,12,,,,2026-01-28
2602,"Coconut meat, desiccated, creamed","Noix de coco, désséchées, en crème",,coconut,0,12177,12,,,,2026-01-28
2603,"Coconut meat, desiccated, sweetened, shredded","Noix de coco, désséchée, sucrée, filamentée","sweetened, with sugar, sugar added, added sugar",coconut,0,12179,12,,,,2026-01-28
2604,"Seeds, sisymbrium sp. seeds, whole, dried","Graines, sisymbrium sp., graines, entières, déshydratées",,,0,12193,12,,,Sisymbrium spp.,2012-06-19
2605,"Nuts, almond butter, plain","Noix, beurre d'amandes, nature",,,0,12195,12,,,,2012-06-19
2607,"Nuts, almond meal, partially defatted","Noix, semoule d'amandes, partiellement dégraissée",,,11,,12,,,,2012-06-19
2608,"Seeds, sesame butter, tahini, from raw and stone ground kernels","Graines, beurre de sésame, tahini, graines crues et moulues à la pierre",,,0,12198,12,,,,2012-06-19
2610,"Nuts, simulated product, wheat-based, all flavours except macadamia, without salt","Noix, simili produit, base de blé, toutes les saveurs sauf macadamia, sans sel",,,0,12200,12,,,,2013-03-21
2611,"Seeds, sesame seed kernels, dried, shelled","Graines, sésame, graines, déshydratées, décortiquées",,,0,12201,12,,,,2012-06-19
2612,"Nuts, Japanese chestnuts, raw","Noix, châtaignes japonaises, crues",,,0,12202,12,,,Castanea crenata,2012-06-19
2613,"Nuts, Japanese chestnuts, boiled and steamed","Noix, châtaignes japonaises, bouillies et cuites à la vapeur",,,0,12203,12,,,,2012-06-19
2614,"Nuts, Japanese chestnuts, roasted","Noix, châtaignes japonaises, rôties",,,0,12204,12,,,,2012-06-19
2615,"Seeds, lotus seeds, raw","Graines, lotus, graines, crues",,,0,12205,12,,,Nelumbo spp.,2012-06-19
2616,"Nuts, almonds, honey roasted, unblanched, salt added","Noix, amandes, rôties au miel, non blanchies, sel ajouté",,,0,12206,12,,,,2019-01-14
2617,"Nuts, mixed nuts, dry roasted with peanuts, salt added","Noix, noix mélangées, rôties à sec avec arachides, sel ajouté",,,0,12635,12,,,,2016-08-10
2618,"Nuts, mixed nuts, oil roasted with peanuts, salt added","Noix, noix mélangées, rôties dans l'huile avec arachides, sel ajouté",,,0,12637,12,,,,2012-06-21
2619,"Seeds, pumpkin and squash seed kernels, roasted, salt added","Graines, citrouille et courge, graines, rôties, sel ajouté",,,0,12516,12,,,,2012-06-19
2620,"Seeds, sunflower seed kernels, dry roasted, salt added","Graines, tournesol, graines, rôties à sec, sel ajouté",,,0,12537,12,,,,2012-06-19
2621,"Seeds, sunflower seed kernels, oil roasted, salt added","Graines, tournesol, graines, rôties dans l'huile, sel ajouté",,,3,12538,12,,,,2026-01-28
2622,"Seeds, sunflower seed kernels, toasted, salt added","Graines, tournesol, graines, grillées, sel ajouté",,,0,12539,12,,,,2012-06-19
2623,"Seeds, sunflower seed butter, salt added","Graines, beurre de tournesol, sel ajouté",,,0,12540,12,,,,2013-02-12
2624,"Nuts, almonds, dry roasted, unblanched, salt added","Noix, amandes, rôties à sec, non blanchies, sel ajouté",,,0,12563,12,,,,2012-06-19
2625,"Nuts, almonds, oil roasted, unblanched, salt added","Noix, amandes, rôties dans l'huile, non blanchies, sel ajouté",,,0,12565,12,,,,2012-06-19
2626,"Nuts, almonds, oil roasted, blanched, salt added","Noix, amandes, rôties dans l'huile, blanchies, sel ajouté",,,11,,12,,,,2012-06-19
2627,"Nuts, cashew nuts, dry roasted, salt added","Noix, noix de cajou (acajous, anacardes), rôties à sec, sel ajouté",," cajou, cachou, acajou, anacarde",0,12585,12,,,,2026-01-28
2628,"Nuts, cashew nuts, oil roasted, salt added","Noix, noix de cajou (acajous, anacardes), rôties dans l'huile, sel ajouté",," cajou, cachou, acajou, anacarde",0,12586,12,,,,2026-01-28
2629,"Nuts, cashew butter, plain, salt added","Noix, beurre de noix de cajou (acajous, anacardes), nature, sel ajouté",," cajou, cachou, acajou, anacarde",0,12588,12,,,,2026-01-28
2632,"Nuts, macadamia (bushnuts, queensland), oil roasted, salt added","Noix, macadamia (queensland), rôties dans l'huile, sel ajouté",,,11,,12,,,,2012-06-27
2633,"Nuts, mixed nuts, oil roasted without peanuts, salt added","Noix, noix mélangées, rôties dans l'huile sans arachides, sel ajouté",,,0,12638,12,,,,2012-06-19
2635,"Nuts, pecans, dry roasted, salt added","Noix, pacanes, rôties à sec, sel ajouté",,,0,12643,12,,,,2012-06-19
2636,"Nuts, pecans, oil roasted, salt added","Noix, pacanes, rôties dans l'huile, sel ajouté",,,0,12644,12,,,,2012-06-19
2637,"Nuts, pistachio nuts, dry roasted, salt added","Noix, pistaches, rôties à sec, sel ajouté",,,0,12652,12,"Fr US: ~Additional phytosterols total 89 mg/100 g; these include delta 5-avenasterol (26.2), sitostanol (2.3), campestanol (4.9), and other minor phytosterols (55.6 mg)","Les phytostérols supplémentaires totalisent 89 mg/100 g ; ils comprennent le delta 5-avenastérol (26,2), le sitostanol (2,3), le campestanol (4,9) et d'autres phytostérols mineurs (55,6 mg).",,2026-01-28
2638,"Seeds, pumpkin and squash seeds, whole, roasted, salt added","Graines, citrouille et courge, graines, entières, rôties, sel ajouté",,,3,12663,12,,,,2012-06-19
2639,"Nuts, almond butter, plain, salt added","Noix, beurre d'amandes, nature, sel ajouté",,,0,12695,12,,,,2012-06-19
2640,"Nuts, almond butter, honey and cinnamon, salt added","Noix, beurre d'amandes, miel et cannelle, sel ajouté",,,11,,12,,,,2012-07-04
2641,"Nuts, almond meal, partially defatted, salt added","Noix, semoule d'amandes, partiellement dégraissées, sel ajouté",,,11,,12,,,,2012-06-19
2642,"Seeds, sunflower seed kernels, oil roasted","Graines, tournesol, graines, rôties dans l'huile",,,3,12038,12,,,,2012-06-27
2643,"Coconut milk (liquid from grated meat and water), raw","Noix de coco, lait (liquide de la noix râpée et eau), cru",,coconut,3,12117,12,,,,2026-01-28
2644,"Nuts, pistachio nuts, raw","Noix, pistaches, crues",,,3,12151,12,,,Pistacia vera,2012-06-19
2645,"Seeds, pumpkin and squash seeds, whole, roasted","Graines, citrouille et courge, graines, entières, rôties",,,3,12163,12,,,Cucurbita spp.,2012-06-19
2650,"Beef, brain, raw","Boeuf, cervelle, crue",offal,"abats, abat",0,13318,13,,,,2026-01-28
2651,"Beef, brain, pan-fried","Boeuf, cervelle, sauté",offal,"abats, abat",0,13319,13,,,,2026-01-28
2652,"Beef, brain, simmered","Boeuf, cervelle, mijoté",offal,"abats, abat",0,13320,13,,,,2026-01-28
2653,"Beef, heart, raw","Boeuf, coeur, cru",offal,"abats, abat",0,13321,13,,,,2026-01-28
2654,"Beef, heart, simmered","Boeuf, coeur, mijoté",offal,"abats, abat",0,13322,13,,,,2026-01-28
2655,"Beef, kidney, simmered","Boeuf, rognon, mijoté",offal,"abats, abat",0,13324,13,,,,2026-02-11
2656,"Beef, liver, braised","Boeuf, foie, braisé",offal,"abats, abat",0,13326,13,,,,2026-01-28
2657,"Beef, liver, pan-fried","Boeuf, foie, sauté",offal,"abats, abat",0,13327,13,,,,2026-01-28
2658,"Beef, lungs, raw","Boeuf, poumon, cru",offal,"abats, abat",0,13328,13,,,,2026-01-28
2659,"Beef, lungs, braised","Boeuf, poumons, braisé",offal,"abats, abat",0,13329,13,,,,2026-01-28
2660,"Beef, mechanically deboned, raw","Boeuf, désossé mécaniquement, cru",,,0,13330,13,,,,2012-06-15
2661,"Beef, pancreas, raw","Boeuf, pancréas, cru",offal,"abats, abat",0,13331,13,,,,2026-01-28
2662,"Beef, pancreas, braised","Boeuf, pancréas, braisé",offal,"abats, abat",0,13332,13,,,,2026-01-28
2663,"Beef, spleen, raw","Boeuf, rate, cru",offal,"abats, abat",0,13333,13,,,,2026-01-28
2664,"Beef, spleen, braised","Boeuf, rate, braisé",offal,"abats, abat",0,13334,13,,,,2026-01-28
2665,"Beef, suet, raw","Boeuf, graisse de rognons (suif), cru",,,0,13335,4,,,,2019-11-26
2666,"Beef, thymus, raw","Boeuf, thymus, cru",offal,"abats, abat",0,13337,13,,,,2026-01-28
2667,"Beef, thymus, braised","Boeuf, thymus, braisé",offal,"abats, abat",0,13338,13,,,,2026-01-28
2668,"Beef, tongue, raw","Boeuf, langue, cru",offal,"abats, abat",0,13339,13,,,,2026-01-28
2669,"Beef, tongue, simmered","Boeuf, langue, mijoté",offal,"abats, abat",0,13340,13,,,,2026-01-28
2670,"Beef, tripe, raw","Boeuf, tripe, cru",offal,"abats, abat",0,13341,13,,,,2026-01-28
2676,"Beef, brisket, lean, 0mm (0) trim, raw","Boeuf, pointe de poitrine, maigre, 0mm (0) paré, cru",,brisket,0,13023,13,,,,2026-01-28
2683,"Beef, ground, lean, raw","Boeuf, haché, maigre, cru",,"steak haché, viande hachée",1,13295,13,,,,2026-01-28
2685,"Beef, ground, lean, loaf, baked","Boeuf, haché, maigre, cuit au four, degré de cuisson: bien cuit",,"steak haché, viande hachée",1,23571,13,,,,2026-01-28
2687,"Beef, ground, lean, broiled","Boeuf, haché, maigre, grillé",,"steak haché, viande hachée",0,23568,13,,,,2026-01-28
2689,"Beef, ground, lean, patty, pan-fried","Boeuf, haché, maigre, galette, sauté",,"steak haché, viande hachée",23,23569,13,,,,2026-01-28
2690,"Beef, ground, medium, raw","Boeuf, haché, mi-maigre, cru",,"steak haché, viande hachée",1,23572,13,,,,2026-01-28
2692,"Beef, ground, medium, baked","Boeuf, haché, mi-maigre, cuit au four",,"steak haché, viande hachée",1,23576,13,,,,2026-01-28
2694,"Beef, ground, medium, broiled","Boeuf, haché, mi-maigre, grillé",,"steak haché, viande hachée",0,23573,13,,,,2026-01-28
2696,"Beef, ground, medium, patty, pan-fried","Boeuf, haché, mi-maigre, galette, sauté",,"steak haché, viande hachée",23,23574,13,,,,2026-02-11
2698,"Beef, ground, regular, baked","Boeuf, haché, régulier, cuit au four",,"steak haché, viande hachée",1,23581,13,,,,2026-01-28
2700,"Beef, ground, regular, broiled","Boeuf, haché, régulier, grillé",,"steak haché, viande hachée",24,23578,13,,,,2026-01-28
2702,"Beef, ground, regular, patty, pan-fried","Boeuf, haché, régulier, galette, sauté",,"steak haché, viande hachée",1,23579,13,,,,2026-01-28
2704,"Beef, ground, patty, frozen, broiled","Boeuf, haché, galette, congelé, grillé",,"steak haché, viande hachée",1,13317,13,,,,2026-01-28
2705,"Beef, cured, breakfast strips, raw or unheated","Boeuf, salé, tranches à déjeuner, cru ou non réchauffé",bacon,bacon,0,13344,13,,,,2026-01-28
2706,"Beef, cured, breakfast strips, cooked","Boeuf, salé, tranches à déjeuner, cuit",bacon,bacon,0,13345,13,,,,2026-01-28
2707,"Beef, cured, dried beef","Boeuf, salé, boeuf déshydraté",,,0,13350,13,,,,2012-06-15
2708,"Deli meat, beef, cured, jellied","Charcuterie, boeuf, salé, en gelée",,viande froide,1,13353,7,,,,2026-01-28
2712,"Beef, brisket, lean and fat, 0mm (0) trim, braised","Boeuf, pointe de poitrine, maigre et gras, 0mm (0) paré, braisé",,brisket,0,13367,13,,,,2026-01-28
2713,"Beef, brisket, lean, 0mm (0) trim, braised","Boeuf, pointe de poitrine, maigre, 0mm (0) paré, braisé",,brisket,0,13368,13,,,,2026-01-28
2786,"Beef, ground, regular, raw","Boeuf, haché, régulier, cru",,"steak haché, viande hachée",1,23572,13,,,,2026-01-28
2787,"Beef, kidneys, raw","Boeuf, rognon de, cru",offal,"abats, abat",0,13323,13,,,,2026-01-28
2788,"Beef, liver, raw","Boeuf, foie de, cru",offal,"abats, abat",0,13325,13,,,,2026-01-28
2789,"Beef, cured, corned beef, brisket, raw","Boeuf, salé, corned beef, pointe de poitrine, cru",,brisket,23,13346,13,,,,2026-01-28
2790,"Beef, cured, corned beef, brisket, cooked","Boeuf, salé, corned beef, pointe de poitrine, cuit",,brisket,23,13347,13,,,,2026-01-28
2791,"Beef, cured, corned beef, canned","Boeuf, salé, corned beef, conserve",,,23,13348,13,,,,2012-06-15
2792,"Deli-meat, pastrami, beef, sliced","Charcuterie, pastrami, boeuf, tranché",,viande froide,23,13355,7,,,,2026-01-28
2797,"Beef, tongue, whole, canned or pickled","Boeuf, langue, entière, conserve ou mariné",offal,"abats, abat",20,,13,,,,2026-01-28
2835,"Alcohol, beer, light (4% alcohol by volume)","Boisson alcoolisée, bière, légère (4% alcool par volume)",lite beer,bière légère,0,14006,14,,,,2026-01-28
2837,"Alcohol, cocktail, daiquiri (rum), homemade","Boisson alcoolisée, cocktail, daiquiri (rhum), fait maison",,,0,14010,14,,,,2026-01-28
2838,"Alcohol, cocktail, pina colada (rum), homemade","Boisson alcoolisée, cocktail, pina colada (rhum), fait maison",,,0,14017,14,,,,2026-01-28
2841,"Alcohol, cocktail, whisky sour mix, powder","Boisson alcoolisée, cocktail, whisky sour, mélange, poudre",,,0,14024,14,,,,2026-01-28
2842,"Alcohol, cocktail, whisky sour mix, bottled","Boisson alcoolisée, cocktail, whisky sour, mélange, bouteille",,,0,14028,14,,,,2026-01-28
2843,"Alcohol, liqueur, crème de menthe (36% alcohol by volume)","Boisson alcoolisée, liqueur, crème de menthe (36% alcool par volume)",mint,,0,14034,14,,,,2026-01-28
2844,"Alcohol, whisky (40% alcohol by volume)","Boisson alcoolisée, whisky (40% alcool par volume)",,,0,14037,14,,,,2026-01-28
2845,"Alcohol, rum (40% alcohol by volume)","Boisson alcoolisée, rhum (40% alcool par volume)",,rum,0,14050,14,,,,2026-01-28
2846,"Alcohol, vodka (40% alcohol by volume)","Boisson alcoolisée, vodka (40% alcool par volume)",,,0,14051,14,,,,2026-01-28
2847,"Alcohol, whisky (43% alcohol by volume)","Boisson alcoolisée, whisky (43% alcool par volume)",,,0,14052,14,,,,2026-01-28
2848,"Alcohol, dessert wine, sweet (18.8% alcohol by volume)","Boisson alcoolisée, vin de dessert, sucré (18,8% alcool par volume)",,,0,14057,14,,,,2026-01-28
2849,"Alcohol, table wine, all (11.5% alcohol by volume)","Boisson alcoolisée, vin de table, tous (11,5% alcool par volume)",,,0,14084,14,,,,2026-01-28
2850,"Alcohol, table wine, red (11.5% alcohol by volume)","Boisson alcoolisée, vin de table, rouge (11,5% alcool par volume)",,,0,14096,14,,,,2026-01-28
2852,"Alcohol, table wine, white (11.5% alcohol by volume)","Boisson alcoolisée, vin de table, blanc (11,5% alcool par volume)",,,0,14106,14,,,,2026-01-28
2853,"Carbonated drinks, club soda","Boissons gazeuses, soda nature (club soda)","pop, soda, soft drink, sparkling water","liqueur, soda, boisson gazeuse, boisson gazéifiée, liqueur douce, boisson en fontaine, eau pétillante",0,14121,14,,,,2026-01-28
